# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2026-04-22 15:42:39.588
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
0.002210,-1.9122,-0.2520,-1.2972,2.32
0.017349,-1.5586,-0.7545,-1.4998,2.29
0.018939,-0.9329,-1.3643,-1.3621,2.14
0.032722,-0.8365,-1.7039,-0.7992,2.06
0.045814,-0.9737,-1.6262,-0.2092,1.91
0.048968,-1.1323,-1.1108,0.2650,1.61
0.067417,-1.1431,-0.6288,0.8234,1.54
0.068937,-0.9541,-0.4028,1.2742,1.64
0.079427,-0.6983,-0.6004,1.3824,1.66
0.096502,-0.3287,-1.0727,1.4142,1.81
0.099435,0.0273,-1.6165,1.2369,2.04
0.113996,0.2014,-1.9791,0.9461,2.20
0.119896,0.1904,-2.0652,0.7470,2.20
0.130605,0.0585,-1.9279,0.7439,2.07
0.147476,-0.2437,-1.5925,0.6546,1.74
0.149811,-0.4794,-1.3412,0.5413,1.52
0.162673,-0.7134,-1.1301,0.4133,1.40
0.169330,-0.7877,-0.9615,0.1885,1.26
0.179638,-0.6906,-0.8663,-0.1051,1.11
0.195649,-0.6049,-0.8373,-0.4108,1.11
0.198663,-0.4857,-0.7858,-0.6293,1.12
0.212665,-0.3687,-0.6660,-0.7047,1.04
0.218787,-0.3241,-0.4609,-0.5428,0.78
0.230205,-0.3085,-0.1977,-0.4745,0.60
0.247146,-0.3246,-0.0870,-0.4852,0.59
0.249234,-0.2699,-0.1429,-0.4072,0.51
0.262987,-0.2662,-0.3388,-0.5089,0.67
0.268502,-0.3498,-0.6320,-0.6098,0.95
0.279902,-0.5836,-0.8709,-0.7157,1.27
0.296889,-0.8563,-0.8295,-0.7792,1.42
0.298614,-1.3541,-0.7246,-0.7279,1.70
0.310766,-1.4375,-0.2399,-0.7613,1.64
0.318281,-1.4941,-0.0657,-0.7826,1.69
0.329812,-1.5589,-0.3943,-0.0220,1.61
0.345815,-1.3300,-0.7695,0.6170,1.66
0.349444,-1.2318,-0.9098,0.7736,1.72
0.363636,-0.3539,-1.0620,0.9143,1.45
0.369920,0.3143,-1.2261,1.0082,1.62
0.379580,1.5669,-0.7159,0.9676,1.98
0.396772,2.7509,-0.1364,1.3636,3.07
0.412747,2.9210,0.7435,1.9675,3.60
0.412940,2.2066,1.2794,2.6215,3.66
0.428750,1.8929,1.0717,2.6203,3.41
0.430153,1.9862,0.2457,2.2210,2.99
0.440689,1.8093,-0.6225,1.4775,2.42
0.449462,1.7880,-1.2414,0.5992,2.26
0.468320,1.8787,-1.5572,-0.1538,2.44
0.468613,1.7645,-1.6018,-0.8809,2.54
0.485881,0.8865,-1.0777,-2.3073,2.70
0.491908,-0.9726,0.4823,-4.6889,4.81
0.498814,-2.5422,0.5969,-4.8678,5.52
0.509040,-2.8202,-0.0234,-2.7435,3.93
0.518598,-2.2906,-0.4147,-0.2936,2.35
0.529322,-1.6153,-0.5496,1.7849,2.47
0.543097,-0.5914,-0.4724,3.1800,3.27
0.549094,0.4702,-0.7412,1.1528,1.45
0.559517,1.5038,-1.6243,-1.1095,2.48
0.569792,0.3101,-1.5484,-1.6903,2.31
0.579252,-0.2509,-0.5732,-1.4887,1.61
0.594016,-0.0444,0.1389,-1.2792,1.29
0.598656,0.0553,0.7708,-0.3571,0.85
0.610667,0.1584,0.5631,-0.0747,0.59
0.619342,-0.7948,0.5798,0.1685,1.00
0.629464,-1.9056,0.9150,0.0913,2.12
0.646441,-2.6343,0.8819,-1.0702,2.98
0.650307,-2.9122,0.2987,-2.4721,3.83
0.661756,-2.3596,-0.3003,-1.9852,3.10
0.670072,-1.7751,-0.7277,0.1216,1.92
0.679726,-0.6363,-0.5249,1.3429,1.58
0.694732,0.2584,-0.1716,2.2752,2.30
0.698799,0.7526,-0.0959,2.8176,2.92
0.710944,0.8643,-0.2321,2.5330,2.69
0.719518,0.5664,-0.3854,1.8010,1.93
0.729151,-0.0434,-0.4125,0.9253,1.01
0.744974,-0.6689,-0.2721,0.0555,0.72
0.749465,-1.1606,-0.3501,-0.8216,1.46
0.762222,-1.1779,-0.4485,-1.0844,1.66
0.770714,-0.8868,-0.4013,-1.2852,1.61
0.780482,-0.6520,-0.2519,-0.8918,1.13
0.796412,-0.2524,-0.1753,-0.2536,0.40
0.798978,0.2637,-0.1033,0.3577,0.46
0.812373,0.8495,-0.1575,0.8490,1.21
0.819017,1.1982,-0.3476,1.0071,1.60
0.829282,1.1500,-0.4884,0.6277,1.40
0.845354,0.6905,-0.4825,0.0502,0.84
0.849447,0.0299,-0.2767,-0.3111,0.42
0.861907,-0.5982,-0.0094,-0.5529,0.81
0.869017,-1.0038,0.0471,-0.6557,1.20
0.879490,-1.0764,-0.1477,-0.7621,1.33
0.895709,-0.9213,-0.4225,-0.8097,1.30
0.898992,-0.5877,-0.5133,-0.8135,1.13
0.911756,-0.1558,-0.4426,-0.6360,0.79
0.919415,0.2134,-0.3462,-0.4128,0.58
0.929845,0.4646,-0.3949,-0.3554,0.71
0.946097,0.6407,-0.5183,-0.2635,0.87
0.949162,0.7255,-0.5716,0.0494,0.92
0.962352,0.7981,-0.4490,0.4032,1.00
0.969224,0.5723,-0.3144,0.6903,0.95
0.980141,0.2892,-0.1675,0.6932,0.77
0.994865,0.0649,-0.1589,0.4231,0.46
0.998916,-0.1855,-0.1763,-0.1344,0.29
1.011793,-0.4470,-0.1445,-0.6895,0.83
1.019821,-0.6842,-0.0450,-1.0248,1.23
1.029130,-0.7819,-0.0165,-1.1421,1.38
1.046509,-0.7255,-0.1209,-1.0849,1.31
1.049522,-0.4321,-0.1743,-0.8245,0.95
1.062218,-0.0903,-0.2101,-0.5565,0.60
1.068693,0.1022,-0.3008,-0.2936,0.43
1.079350,0.0603,-0.3946,-0.2253,0.46
1.095067,-0.0606,-0.4721,-0.4406,0.65
1.098534,-0.2571,-0.5142,-0.8814,1.05
1.111191,-0.5905,-0.4779,-1.4671,1.65
1.119046,-0.8742,-0.3171,-1.9177,2.13
1.129649,-1.0707,-0.1254,-2.1015,2.36
1.146487,-1.0009,-0.0490,-2.1145,2.34
1.149325,-0.6588,-0.1606,-2.1866,2.29
1.162822,-0.2390,-0.4068,-2.5140,2.56
1.169277,-0.0619,-0.4019,-2.4486,2.48
1.180348,-0.0105,-0.2073,-1.8968,1.91
1.195043,0.1103,-0.1290,-1.1592,1.17
1.198753,0.1639,-0.2280,-0.6398,0.70
1.211385,0.1935,-0.2864,-0.2547,0.43
1.218612,0.1651,-0.1921,-0.0266,0.25
1.229117,0.0434,-0.0652,0.1979,0.21
1.245467,0.0678,0.0182,0.4855,0.49
1.249434,0.2006,0.0286,0.6738,0.70
1.262139,0.1476,0.0034,0.8440,0.86
1.269077,0.0631,0.0289,1.1061,1.11
1.279378,-0.0725,-0.0050,1.3170,1.32
1.296033,-0.3552,-0.0028,1.6771,1.71
1.298501,-0.4800,0.0069,2.0713,2.13
1.311148,-0.4612,0.0355,2.3325,2.38
1.318370,-0.4418,0.0470,2.4223,2.46
1.329242,-0.5346,0.0981,2.5033,2.56
1.344724,-0.5585,0.2012,2.4750,2.55
1.349629,-0.5477,0.3358,2.2373,2.33
1.361566,-0.5830,0.4186,2.0054,2.13
1.369994,-0.5715,0.4822,1.8986,2.04
1.379533,-0.5345,0.4594,1.7590,1.89
1.394338,-0.4981,0.3823,1.5005,1.63
1.398770,-0.5232,0.4090,1.2190,1.39
1.411382,-0.4381,0.4878,0.9861,1.18
1.418825,-0.2284,0.5244,0.7108,0.91
1.429949,-0.1457,0.4925,0.3932,0.65
1.448136,-0.1389,0.4619,0.2148,0.53
1.450568,-0.2567,0.3659,0.1323,0.47
1.464645,-0.4220,0.1401,0.0596,0.45
1.467948,-0.5882,0.0018,-0.0031,0.59
1.478158,-0.7190,-0.1050,-0.0271,0.73
1.490884,-0.9301,-0.2654,-0.1365,0.98
1.497914,-1.2271,-0.5548,-0.2782,1.38
1.508639,-1.7868,-0.8278,-0.4708,2.02
1.518137,-2.3018,-1.1207,-0.8038,2.68
1.528458,-2.7581,-1.3166,-1.1176,3.25
1.541508,-2.6930,-1.3401,-1.3472,3.30
1.548734,-2.4562,-1.2733,-1.6647,3.23
1.562044,-1.9408,-1.7096,-2.8940,3.88
1.568675,-0.6876,-2.2414,-4.1958,4.81
1.578109,-0.4559,-2.2987,-5.1112,5.62
1.591885,-1.6669,-2.1191,-5.7105,6.32
1.598209,-3.5902,-2.0585,-6.1679,7.43
1.609008,-5.7532,-2.4740,-6.1364,8.77
1.618369,-7.3278,-3.2652,-5.3956,9.67
1.629124,-8.1789,-4.0848,-3.9517,9.96
1.646106,-7.4084,-4.9002,-2.1651,9.14
1.649100,-5.3689,-5.5665,-1.5091,7.88
1.668881,-3.6370,-5.6956,-2.0804,7.07
1.669190,-2.9343,-4.7586,-2.8353,6.27
1.691214,-3.4098,-2.9689,-2.9634,5.41
1.691421,-3.7229,-2.0805,-2.3370,4.86
1.703877,-3.1679,-2.1415,-1.1879,4.00
1.719103,-2.3554,-2.6448,0.5036,3.58
1.719263,-0.9119,-3.4354,2.1897,4.17
1.734524,1.2078,-3.5874,2.9662,4.81
1.754481,3.1426,-3.0167,2.7640,5.16
1.754713,5.1583,-1.9908,2.4241,6.04
1.771832,6.9424,-1.1445,1.8604,7.28
1.772119,8.3090,-0.7365,0.7661,8.38
1.788251,9.3174,-0.5486,-1.0374,9.39
1.788428,9.0172,-0.2735,-2.6238,9.40
1.800016,7.7301,0.3799,-3.3070,8.42
1.814954,6.1393,1.0432,-3.4336,7.11
1.817856,4.7625,1.2100,-2.8819,5.70
1.831771,3.5757,0.7782,-1.9666,4.15
1.854544,2.9786,0.3373,-1.0096,3.16
1.854754,2.8575,0.0400,0.0793,2.86
1.872559,2.6058,-0.2708,0.7197,2.72
1.872769,2.8651,-0.5052,0.4730,2.95
1.878125,3.4916,-0.5457,-4.6873,5.87
1.894583,4.2524,0.7526,-5.5943,7.07
1.898029,5.1565,1.5492,-6.1254,8.16
1.910557,5.8987,1.9187,-7.6607,9.86
1.917982,5.5890,2.1567,-10.0270,11.68
1.928173,3.7093,2.8496,-10.3265,11.34
1.943290,2.5368,3.1819,-8.1936,9.15
1.948263,2.5492,2.5918,-4.9480,6.14
1.959648,2.5362,2.0369,-2.0737,3.86
1.968589,1.5534,2.0573,-0.3961,2.61
1.977632,-0.1559,2.2293,0.0233,2.23
1.993400,-2.3937,2.0635,-0.1621,3.16
1.997992,-4.2419,2.0909,-0.0865,4.73
2.009979,-5.1196,1.8967,0.2432,5.47
2.018138,-4.9302,1.8771,1.0361,5.38
2.028059,-4.3772,1.8595,1.7915,5.08
2.043414,-3.8394,1.7687,1.7306,4.57
2.048477,-3.8289,1.4078,0.6952,4.14
2.059156,-4.3177,0.7506,-0.4520,4.41
2.067813,-4.6558,-0.4999,-1.4309,4.90
2.077835,-4.9883,-1.9810,-1.4333,5.56
2.094128,-3.8981,-2.3656,-0.2610,4.57
2.097952,-1.9150,-2.7681,1.1485,3.56
2.109810,-0.4898,-3.2231,2.1620,3.91
2.117863,1.6783,-4.2026,3.1095,5.49
2.127995,3.4828,-4.4618,3.8805,6.86
2.141917,3.3439,-2.6974,3.8520,5.77
2.148255,0.3929,0.6310,2.7558,2.85
2.159500,-1.6407,2.5398,1.8418,3.54
2.168538,-3.3079,3.7476,1.6581,5.27
2.178198,-4.3504,3.8068,1.9202,6.09
2.192713,-5.0470,3.5138,1.9971,6.47
2.197793,-5.5023,2.9424,1.7321,6.48
2.209664,-4.5657,0.6529,1.1219,4.75
2.218793,-3.8084,-0.4557,0.5911,3.88
2.228770,-3.8190,-0.1453,0.4398,3.85
2.243018,-4.0987,1.2808,0.7133,4.35
2.248479,-3.2686,2.1129,0.7504,3.96
2.259323,-1.5041,2.0227,0.6774,2.61
2.268520,-1.6080,3.7265,0.4272,4.08
2.277703,-2.3242,5.4869,0.0585,5.96
2.292893,-1.1258,5.5029,-0.7356,5.66
2.297769,0.0942,5.6654,-0.9669,5.75
2.309623,1.3611,4.2054,-1.0865,4.55
2.318409,0.7603,-0.3394,-1.2807,1.53
2.328130,-2.2700,-5.8533,0.3588,6.29
2.342310,-5.3386,-12.8021,0.1629,13.87
2.348226,-3.6364,-20.0779,2.2604,20.53
2.358142,2.1975,-22.8999,1.7948,23.07
2.368348,8.8925,-24.4171,1.3979,26.02
2.377812,9.0431,-21.7063,1.5682,23.57
2.392941,1.0320,-14.6715,2.0257,14.85
2.397809,-2.6642,-8.6920,2.1428,9.34
2.409463,-2.2100,-3.7903,0.9298,4.48
2.417984,-0.8281,1.6718,-3.2016,3.71
2.433052,-0.9806,5.0019,-6.5309,8.28
2.454595,-1.3245,6.5543,-7.3564,9.94
2.454900,-1.3838,6.4737,-5.3094,8.49
2.457655,-1.2874,5.3298,-3.1745,6.34
2.472568,-0.8211,3.6346,-1.6459,4.07
2.477464,-0.1989,1.9877,-0.7486,2.13
2.490135,0.0907,0.7739,-0.6911,1.04
2.497453,0.0176,-0.2972,-0.7533,0.81
2.507419,0.0221,-1.0013,-0.8017,1.28
2.517369,-0.0290,-1.0408,-0.8468,1.34
2.527949,-0.4490,-0.2502,-0.8207,0.97
2.540486,-0.9346,0.6331,-0.8554,1.42
2.547841,-1.0111,1.2587,-0.8065,1.80
2.557271,-0.6536,1.6101,-0.6677,1.86
2.568065,-0.2284,1.4968,-0.3064,1.54
2.577358,0.0815,1.1554,0.0412,1.16
2.591877,0.2280,0.8363,0.2633,0.91
2.597356,0.3787,0.4731,0.2247,0.65
2.609146,0.4862,0.2477,0.1969,0.58
2.618578,0.5040,-0.0599,0.0398,0.51
2.627719,0.7257,-0.1397,-0.0965,0.75
2.642507,0.9701,-0.1737,-0.3195,1.04
2.648212,1.1640,-0.2810,-0.5655,1.32
2.657850,1.3211,-0.4421,-0.8390,1.63
2.667960,1.5176,-0.6233,-1.0828,1.97
2.677444,1.7053,-0.9582,-1.3529,2.38
2.692825,1.8645,-1.1258,-1.5081,2.65
2.697580,1.9174,-1.1308,-1.7821,2.85
2.708750,1.9658,-1.2507,-2.1690,3.18
2.718326,2.0751,-1.5383,-2.3763,3.51
2.727984,2.1352,-1.8730,-2.4626,3.76
2.742716,2.1687,-2.1825,-2.4770,3.95
2.748047,2.1892,-2.3763,-2.4944,4.08
2.758581,2.2524,-2.3881,-2.4852,4.12
2.768839,2.4143,-2.1515,-2.4398,4.05
2.777865,2.5018,-1.9681,-2.4224,4.00
2.792662,2.4646,-2.4974,-2.3829,4.24
2.797284,2.2138,-4.0381,-2.2200,5.11
2.808468,2.3053,-5.4930,-1.7833,6.22
2.818006,2.9988,-6.1869,-1.1664,6.97
2.827347,3.7720,-5.7443,-0.9240,6.93
2.842440,4.0185,-4.3506,-1.0312,6.01
2.848522,3.9110,-2.6395,-1.2577,4.88
2.858940,3.4215,-0.8684,-1.6189,3.88
2.867283,2.5696,0.7736,-2.4056,3.60
2.877217,1.5894,2.3703,-3.7003,4.67
2.891708,0.7070,3.5088,-4.6010,5.83
2.897276,-0.0019,3.8764,-4.2636,5.76
2.908425,-0.3615,3.3948,-2.9744,4.53
2.917813,-0.6796,2.3975,-1.4152,2.87
2.927788,-0.7344,1.0476,-0.1511,1.29
2.942300,-0.3143,-0.5475,0.9559,1.15
2.948830,0.1274,-1.9909,1.8014,2.69
2.967965,0.4641,-2.9824,2.4465,3.89
2.968266,0.6740,-3.4532,2.9877,4.62
2.978005,0.9969,-3.6176,3.4123,5.07
2.989498,0.9495,-3.3326,3.7760,5.13
2.997126,0.9360,-2.8300,3.6026,4.68
3.007588,1.1880,-2.2991,2.8207,3.83
3.017186,1.6769,-1.8032,1.8267,3.07
3.027375,1.9512,-1.2149,1.1176,2.56
3.043992,2.0602,-0.7949,0.8655,2.37
3.047763,2.1925,-0.7168,1.2178,2.61
3.063603,1.8111,-0.9413,2.1978,3.00
3.067141,1.7718,-1.3078,3.8913,4.47
3.081638,1.9392,-1.7958,5.1629,5.80
3.091512,1.6148,-2.1206,5.2151,5.86
3.097026,1.3450,-2.3333,4.7690,5.48
3.107348,1.1871,-2.3792,3.8683,4.69
3.117109,0.9981,-2.1957,3.3966,4.17
3.127458,1.0664,-1.7735,3.1030,3.73
3.141359,1.1996,-1.1697,3.0528,3.48
3.147710,1.0950,-0.4433,3.2349,3.44
3.161090,0.7543,0.4144,3.3873,3.49
3.178433,0.1455,1.3353,3.4113,3.67
3.178897,-0.4625,2.1082,3.3970,4.02
3.191377,-0.8732,2.6997,3.5658,4.56
3.197107,-1.1680,3.1023,3.7765,5.02
3.207210,-1.4222,3.3813,3.9269,5.37
3.217223,-1.6129,3.6305,4.0459,5.67
3.227144,-1.7195,3.8086,4.0530,5.82
3.241958,-1.6720,3.9406,3.9740,5.84
3.247669,-1.6195,4.0848,3.8584,5.85
3.258570,-1.5419,4.2851,3.8023,5.93
3.267147,-1.4636,4.4514,3.7808,6.02
3.277131,-1.3507,4.5227,3.6871,5.99
3.291285,-1.2839,4.4326,3.6208,5.87
3.297058,-1.1411,4.2243,3.5757,5.65
3.307439,-0.8436,4.0270,3.5215,5.42
3.317189,-0.5166,3.8502,3.3293,5.12
3.327386,-0.2576,3.6602,3.0292,4.76
3.340786,-0.1479,3.4036,2.4894,4.22
3.347907,-0.0477,2.9644,1.6979,3.42
3.358406,0.1358,2.2077,0.7284,2.33
3.367437,0.2952,1.1473,-0.4861,1.28
3.377253,0.3681,-0.2120,-2.1155,2.16
3.391401,0.4594,-1.7046,-4.2884,4.64
3.397200,0.6065,-3.1329,-6.9153,7.62
3.407570,0.7913,-4.3618,-10.1216,11.05
3.417739,0.9618,-5.2614,-13.0244,14.08
3.427314,1.1990,-5.3502,-13.0235,14.13
3.439214,1.2305,-4.2519,-9.3991,10.39
3.447710,0.9220,-2.4243,-5.8026,6.36
3.470994,0.9572,-0.4383,-3.7384,3.88
3.471126,1.0546,1.3728,-2.3761,2.94
3.487971,0.8659,2.1655,-1.1524,2.60
3.488106,-0.3251,0.4297,0.3572,0.65
3.497864,-1.7256,-2.8210,3.9585,5.16
3.514426,-3.3040,-5.7852,8.2318,10.59
3.516896,-5.1371,-8.4052,9.9824,14.02
3.529790,-6.8598,-10.6088,9.7123,15.94
3.546867,-6.1126,-10.2554,8.5333,14.67
3.547817,-3.0593,-6.0255,6.2124,9.18
3.564230,-1.4439,-1.3569,5.0513,5.43
3.579134,-0.4539,2.0413,4.5804,5.04
3.579230,0.4411,4.2865,4.0773,5.93
3.596959,1.5906,5.6761,3.6666,6.94
3.597182,2.7319,6.4374,3.4156,7.78
3.619260,3.5211,6.7180,3.1113,8.20
3.619437,4.0599,6.3722,2.8362,8.07
3.637759,4.1765,5.3199,3.0032,7.40
3.637971,4.0902,3.5851,3.7524,6.61
3.654146,4.0775,1.4988,4.8522,6.51
3.657061,4.0451,-0.5188,6.0186,7.27
3.666839,3.7339,-2.2460,6.8144,8.09
3.677240,3.1104,-3.5572,7.0396,8.48
3.690309,3.0093,-4.5116,5.9826,8.07
3.696922,4.1168,-4.7123,4.4177,7.66
3.707631,4.9022,-4.0940,3.3508,7.21
3.716881,4.9933,-2.9733,2.5624,6.35
3.727052,4.6011,-1.8820,2.0899,5.39
3.740758,3.9055,-0.6372,2.7151,4.80
3.746985,1.3863,0.0171,-6.8762,7.01
3.757281,-1.0036,0.3506,-12.7114,12.76
3.767264,-1.1876,0.2500,-9.9563,10.03
3.776966,-0.2091,-0.2971,-6.5765,6.59
3.789751,0.4652,-0.6942,-4.3840,4.46
3.797097,1.1787,-1.0259,-2.0997,2.62
3.807063,1.9248,-0.8350,0.6372,2.19
3.816779,1.8324,-0.3319,1.9070,2.67
3.826715,1.4600,0.1259,2.0503,2.52
3.840583,1.7947,0.5542,2.3967,3.05
3.847126,2.1188,0.7782,2.6545,3.48
3.857632,2.0712,0.8497,2.9550,3.71
3.867093,1.6496,0.7990,3.3839,3.85
3.876717,1.1421,0.6070,3.7651,3.98
3.890429,0.6119,0.4311,3.9700,4.04
3.896756,-0.1886,0.2469,3.7899,3.80
3.907143,-0.8976,0.0720,3.2365,3.36
3.916920,-1.7215,0.0144,2.6657,3.17
3.927040,-2.9449,0.0912,2.1550,3.65
3.940754,-4.1970,0.3423,1.4043,4.44
3.946908,-4.6089,0.7677,0.6498,4.72
3.958026,-4.2427,1.2647,-0.1995,4.43
3.967595,-3.3774,1.5827,-1.2813,3.94
3.976891,-2.3551,1.6651,-2.7090,3.96
3.989733,-1.5239,1.5043,-4.4099,4.90
3.996687,-1.0773,1.1012,-5.6547,5.86
4.007491,-0.8911,0.4485,-6.1518,6.23
4.022819,-0.6251,-0.2542,-5.7603,5.80
4.026639,-0.2368,-0.9821,-5.0081,5.11
4.039589,0.2592,-1.4950,-4.1674,4.43
4.047508,0.8065,-1.6236,-3.2392,3.71
4.057411,1.2843,-1.5713,-2.6733,3.36
4.066999,1.7994,-1.5835,-2.5788,3.52
4.076660,2.3150,-1.7318,-2.7933,4.02
4.090106,2.4834,-2.1316,-2.9459,4.40
4.096589,2.3708,-2.5855,-2.4078,4.25
4.106985,2.0822,-2.8128,-1.6644,3.88
4.117039,2.1701,-2.9905,-0.6120,3.75
4.126960,2.3805,-3.0099,0.0246,3.84
4.140389,2.5188,-2.7391,-0.1827,3.73
4.146823,2.6770,-2.3013,-0.2232,3.54
4.158079,2.9340,-1.9498,0.0038,3.52
4.166739,3.3896,-1.7940,0.1383,3.84
4.176638,4.0818,-1.9361,-0.3293,4.53
4.189537,4.5120,-2.8938,-1.2844,5.51
4.196988,5.5441,-3.9338,-2.4672,7.23
4.206846,6.5340,-4.5546,-3.9924,8.91
4.216970,7.0561,-4.2756,-5.5039,9.92
4.226500,6.8242,-3.3384,-6.2252,9.82
4.239642,5.5568,-2.8790,-5.3802,8.25
4.247487,4.1418,-2.8170,-3.4420,6.08
4.257397,2.7659,-2.5842,-1.6052,4.11
4.279721,1.6655,-2.1327,-0.4381,2.74
4.279889,0.8771,-1.8109,0.3956,2.05
4.290529,0.4359,-1.6544,1.2649,2.13
4.296536,0.8634,-1.3135,2.3320,2.81
4.315477,0.3214,-1.4431,3.6223,3.91
4.316378,-0.1024,-1.7581,4.3875,4.73
4.326662,-0.3214,-2.0525,4.8345,5.26
4.337958,-0.5767,-2.1336,5.4815,5.91
4.346974,-1.1607,-1.8716,5.6654,6.08
4.357047,-1.7763,-1.5316,5.1691,5.68
4.374072,-1.7296,-1.1265,4.7963,5.22
4.376917,-1.4932,-0.6767,4.5308,4.82
4.389378,-1.2481,-0.2681,4.2273,4.42
4.396827,-0.7539,0.1708,3.8607,3.94
4.406961,-0.3644,0.5110,3.7368,3.79
4.422921,0.1569,0.9057,3.8484,3.96
4.427088,0.5191,1.1819,3.9800,4.18
4.440990,0.9549,1.3404,3.4113,3.79
4.452872,1.1897,0.9945,1.7068,2.31
4.474548,1.3177,0.4281,1.4018,1.97
4.475097,1.6231,-0.0598,1.5306,2.23
4.482240,2.3455,-0.7350,1.6949,2.99
4.486443,3.1159,-1.3296,2.1125,3.99
4.506190,3.2386,-2.0384,1.9942,4.32
4.520913,1.7170,-1.2193,2.2158,3.06
4.526626,-0.0039,0.2972,2.3130,2.33
4.537698,-0.9636,1.8357,2.3651,3.15
4.546957,-1.3513,2.8306,2.4716,3.99
4.557521,-1.4574,3.4513,2.5568,4.54
4.573747,-1.3440,3.8675,2.6202,4.86
4.576246,-1.1789,4.1434,2.6813,5.07
4.591168,-1.1705,4.3275,2.9565,5.37
4.596130,-1.1662,4.4058,3.4270,5.70
4.606247,-1.1773,4.4032,3.8526,5.97
4.621737,-1.1722,4.3641,4.1702,6.15
4.626187,-1.0949,4.2749,4.3028,6.16
4.639656,-1.0509,4.2225,4.2113,6.06
4.646530,-0.9772,4.1689,3.7992,5.72
4.657445,-0.8428,4.0561,3.2098,5.24
4.666325,-0.7173,3.9120,2.5634,4.73
4.676156,-0.4662,3.8123,1.7987,4.24
4.689107,0.1040,3.7506,0.8595,3.85
4.696129,-0.0708,3.3392,0.0513,3.34
4.706121,-0.6671,2.5543,-0.8895,2.79
4.722544,-0.8348,1.6758,-2.4577,3.09
4.726404,-0.7103,0.6543,-4.0858,4.20
4.738921,-0.5541,-0.5242,-5.5792,5.63
4.746190,-0.3241,-1.7383,-7.2109,7.42
4.757035,0.6404,-2.8767,-9.1325,9.60
4.773974,2.4957,-3.9658,-10.6423,11.63
4.776379,4.4125,-4.6407,-9.9514,11.83
4.789853,5.5159,-4.6302,-7.3709,10.31
4.796052,5.5162,-3.9535,-4.5780,8.19
4.806206,4.8071,-3.3292,-2.4043,6.32
4.822584,3.7869,-4.1399,-2.3470,6.08
4.826082,2.3226,-5.9212,-2.6290,6.88
4.838728,0.8980,-7.8570,-0.8773,7.96
4.846942,-0.7347,-9.1790,2.8720,9.65
4.856677,-3.0599,-9.5553,6.6399,12.03
4.872246,-5.5820,-9.9367,8.2575,14.07
4.876027,-6.6384,-8.7811,8.2484,13.76
4.888147,-5.0728,-4.7558,6.4314,9.47
4.896029,-3.2899,-0.0645,4.4854,5.56
4.905939,-2.0543,3.4772,3.4624,5.32
4.922594,-0.9495,5.9440,2.8887,6.68
4.926238,-0.0610,7.7031,2.5857,8.13
4.939021,0.3047,8.8300,2.4298,9.16
4.946002,0.0964,9.2847,2.3949,9.59
4.957208,-0.7700,8.9013,2.6185,9.31
4.972596,-1.6856,7.4798,3.1088,8.27
4.975990,-2.3677,5.4570,3.5449,6.92
4.988897,-3.0527,3.3283,3.8499,5.93
4.995892,-3.7425,1.3153,3.9388,5.59
5.005951,-4.2506,-0.2135,3.8982,5.77
5.021537,-4.0171,-1.0246,3.6993,5.56
5.025887,-3.3030,-0.8315,3.4368,4.84
5.038347,-2.4864,0.0446,3.0646,3.95
5.046521,-1.5949,1.0193,2.5981,3.21
5.056969,-0.7599,1.8003,2.2032,2.94
5.073093,-0.1069,2.1783,2.0470,2.99
5.075791,0.1571,2.1929,1.9645,2.95
5.088580,0.1708,1.9074,2.0062,2.77
5.095815,0.1416,1.3697,2.0260,2.45
5.106137,0.3232,0.5894,1.8715,1.99
5.122190,0.7529,-0.3138,0.8853,1.20
5.126683,1.6859,-1.3112,-1.5832,2.66
5.139173,2.7102,-1.9063,-5.5478,6.46
5.146199,3.3329,-2.1126,-8.9361,9.77
5.156401,3.2386,-1.9597,-8.0325,8.88
5.172766,2.6134,-1.5080,-4.9750,5.82
5.175874,1.7801,-1.0130,-2.0749,2.92
5.188197,1.0230,-0.5829,-0.0966,1.18
5.195780,0.6337,-0.1342,0.8088,1.04
5.205975,0.5146,0.4033,0.9332,1.14
5.224621,0.5155,0.8896,0.9342,1.39
5.225657,0.5284,1.2286,0.9333,1.63
5.237537,0.5017,1.3723,0.8713,1.70
5.246013,0.3171,1.3161,0.6666,1.51
5.255695,0.1727,1.1127,0.4023,1.20
5.270254,0.3028,0.7623,0.1483,0.83
5.275693,0.4159,0.4481,-0.0412,0.61
5.287396,0.3824,0.1812,-0.1943,0.47
5.296214,0.2336,-0.0476,-0.3545,0.43
5.305583,0.1467,-0.1383,-0.5373,0.57
5.321722,0.1312,-0.1060,-0.7199,0.74
5.326050,0.2013,-0.1087,-0.8843,0.91
5.339349,0.2597,-0.2037,-1.0461,1.10
5.345843,0.2214,-0.4862,-1.4245,1.52
5.357097,-0.0213,-1.0188,-3.0467,3.21
5.382627,-0.0649,-1.4813,-5.5774,5.77
5.395908,0.6861,-2.6395,-6.7658,7.29
5.406529,0.6204,-2.5253,-2.9905,3.96
5.420144,0.7500,-2.1713,-0.5654,2.37
5.426011,1.1881,-1.8390,-0.1958,2.20
5.437593,1.5174,-2.1211,-0.9303,2.77
5.445595,1.2079,-3.0871,-1.8201,3.78
